Class,Feature,B (β),SE,Wald χ²,p-value,CI Lower (95%),CI Upper (95%)
Dubstep,Bpm,-0.05594151542375471,0.06486565018038767,0.7437704207777908,0.3884557484112341,-0.18307818977731455,0.07119515892980512
Dubstep,Onset rate,-0.7816224510876335,0.09873418380400822,62.66989543867177,2.4442333857832506e-15,-0.9751414513434896,-0.5881034508317774
Dubstep,Chords changes rate,-0.08486484625392694,0.10373849650007455,0.6692305510641404,0.4133200006070995,-0.28819229939407304,0.11846260688621917
Dubstep,Chords number rate,0.4414490438589661,0.09124071290483846,23.409051716906873,1.3096085772973598e-06,0.26261724656548274,0.6202808411524494
Dubstep,Key scale,0.0681908427324317,0.06969402805259191,0.9573284900656379,0.3278608818363039,-0.06840945225064843,0.20479113771551183
Dubstep,Pulse clarity low,0.32335408348217204,0.21892162543897292,2.1816213324758804,0.13966725896704746,-0.1057323023782149,0.752440469342559
Dubstep,Pulse clarity middle,0.27819376896928794,0.12102068201288402,5.284155685054349,0.021520324430272453,0.04099323222403525,0.5153943057145406
Dubstep,Pulse clarity high,-0.03574626594811363,0.183753890461529,0.037843237095540556,0.8457582591276664,-0.3959038912527105,0.32441135935648324
Dubstep,Attack slope low,0.25136401280353277,0.1207670619055799,4.332207006988517,0.03739772507715945,0.014660571468596173,0.48806745413846936
Dubstep,Attack slope middle,-0.3277408114916705,0.23296212699525035,1.9792032876145915,0.15947436392726433,-0.7843465804023612,0.12886495741902015
Dubstep,Attack slope high,0.09833742228484608,0.2464753657946237,0.1591807696698828,0.6899118846607537,-0.38475429467261635,0.5814291392423085
Dubstep,Spectral flatness low,0.39370816529084135,0.15047590160032281,6.845653853766418,0.008885717200955875,0.09877539815420866,0.688640932427474
Dubstep,Spectral flatness middle,-0.1561746699317612,0.13174947229706935,1.4051523846023735,0.23586279487042802,-0.4144036356340171,0.10205429577049469
Dubstep,Spectral flatness high,0.24419455852100663,0.111665623542035,4.782257683413395,0.028754398325055667,0.025329936378618023,0.46305918066339524
Dubstep,Attack time low,0.9656022171649206,0.13795304951576184,48.992984732140265,2.5687961349420263e-12,0.6952142401140273,1.2359901942158138
Dubstep,Attack time middle,-0.010786070660289757,0.11957702950300307,0.008136375827839118,0.9281268050532275,-0.24515704848617575,0.22358490716559626
Dubstep,Attack time high,-0.012854215143740962,0.08406060803395926,0.023383314718791116,0.8784644880562124,-0.1776130068903011,0.15190457660281917
Dubstep,Spectral flux low,-1.6302707238238845,0.1470267767914558,122.9494488605631,1.4304740015828106e-28,-1.9184432063351378,-1.3420982413126312
Dubstep,Spectral flux middle,0.7280937929244583,0.23516684186853962,9.585670215216751,0.0019610184231563235,0.26716678286212064,1.189020802986796
Dubstep,Spectral flux high,1.3484194951400594,0.281720374239759,22.909390359994,1.6982020661374988e-06,0.7962475616301319,1.900591428649987
