loudness,dissonance_mean,dynamic_complexity,pitch_salience_mean,spectral_centroid_mean,spectral_complexity_mean,spectral_decrease_mean,spectral_energyband_high_mean,spectral_energyband_low_mean,spectral_energyband_middle_mean,spectral_energyband_middle_high_mean,spectral_energyband_middle_low_mean,spectral_entropy_mean,spectral_kurtosis_mean,spectral_rms_mean,spectral_rolloff_mean,spectral_skewness_mean,spectral_spread_mean,zerocr_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,bpm,onset_rate,chords_changes_rate,chords_number_rate,chord,chord_strength,chord_scale,key,key_scale,key_strength,meter,pulse_clarity_low_mean,pulse_clarity_middle_low_mean,pulse_clarity_middle_mean,pulse_clarity_middle_high_mean,pulse_clarity_high_mean,attack_slope_low_mean,attack_slope_middle_low_mean,attack_slope_middle_mean,attack_slope_middle_high_mean,attack_slope_high_mean,spectral_flatness_low_mean,spectral_flatness_middle_low_mean,spectral_flatness_middle_mean,spectral_flatness_middle_high_mean,spectral_flatness_high_mean,entropia_clarity_low,entropia_clarity_middle_low,entropia_clarity_middle,entropia_clarity_middle_high,entropia_clarity_high,attack_time_low_mean,attack_time_middle_low_mean,attack_time_middle_mean,attack_time_middle_high_mean,attack_time_high_mean,spectral_flux_low_mean,spectral_flux_middle_low_mean,spectral_flux_middle_mean,spectral_flux_middle_high_mean,spectral_flux_high_mean
0.00903958973618413,-0.14062947722306954,0.09109653985117337,-0.2112713688126587,0.03759805497734768,-0.19655747221282754,-0.19263037420336782,0.1401054853545699,-0.14386200065910912,0.1494626358778778,-0.1573775253269107,0.042710613615849546,-0.19218265794366596,0.11539840742398365,0.13166592265378677,-0.19846945282355943,0.14374257096586315,-0.033495112571868865,-0.2112928694997261,-0.1860201230307115,0.16807059836003885,0.1199796273375717,0.0795491081948754,0.06305277340481615,0.05679883229763466,0.04049594978254682,0.04261378152310664,0.04068329268261688,0.0457477938541619,0.04667674672361484,0.043545516076914925,0.045991046370395076,-0.04722000297870454,0.03838441068275203,-0.020274892392085374,-0.03805641066482763,-0.007546068396231134,-0.050050038771115926,-0.006442927105914135,0.011141195033927671,-0.009402444467294187,-0.016567499332964013,-0.009015871438470041,0.14106563043108233,-0.049450914223520555,-0.11932704224644496,-0.12743164264321455,-0.09275498231918204,-0.03533197982357929,-0.02329217089715477,-0.20055002717024434,-0.21685077681374068,-0.21063032386965236,0.01282124012608345,0.0039434515677388695,0.03144204395901353,0.1444206045687825,-0.00975825520646786,0.029924303544249645,-0.050618195890508644,-0.11964626308621949,-0.13666104377658278,-0.12187454983965759,0.11493029393228583,0.13314025068849744,0.14897148258066886,0.10606083629076811,0.11959706473915108,0.0041696440238830085,-0.0747531425696811,-0.1942184259958906,-0.20798214285435257,-0.20241695851431926
-0.12440809352904665,-0.17607587113776868,0.07943531608752723,0.03769221250714649,0.08074733491911724,-0.1113637135689109,-0.03769021355227973,-0.16175502782680293,-0.13351324681035284,-0.16905443380049281,0.024757999856996563,0.15591672539639273,-0.1493662243249604,0.12001600206366139,-0.1852497348831419,0.027572907203252513,0.15969006457162715,-0.14477903980945014,0.01251955117490146,-0.07007535483842234,0.1480429223779647,-0.0824593154030951,-0.13366718812308961,-0.19892579441896363,-0.21861911009340632,-0.22466865551382523,-0.2229826707131637,-0.2114210526368089,-0.19943800672319317,-0.17919415960068738,-0.15621364581047228,-0.13257106764787596,-0.054077820763522993,-0.01887481954547792,-0.09508438262560165,-0.016434542396481972,-0.012622643187799671,-0.16307548008425785,-0.03324718327122145,-0.03259023809911287,0.006129022613328593,0.11268769468613174,0.046147740490321325,-0.163717900957116,0.13693801669306935,0.1837519596929472,0.022876609928208197,-0.00784373801152664,0.009795311725045663,0.00455109196388587,0.00479808272378921,-0.07326317593675653,-0.08406607156088815,0.022213457937917406,0.0026881878252132964,-0.12125110577306762,-0.004477969805625365,-0.04626321516318054,-0.1539248675384344,0.02512608359961117,0.017242969221333188,-0.047618662141339904,-0.06780552362816851,-0.17637848770061956,-0.17931232861840393,0.00883636023651243,0.05372370002920235,0.05862140968085993,-0.17337921934660838,-0.025695436624456124,-0.009153749575716782,-0.07515514102634384,-0.09000660305011872
-0.11824565612515339,0.0031821727587753486,0.29360663824498767,0.14311637749997524,0.25945977727379943,0.1383419840170043,-0.13336473743723345,-0.05723778604615239,0.11119797963716925,-0.03652291318775899,-0.13422170000977843,-0.21472180959313972,0.01812637610879319,0.016146810773607644,-0.10720040842451498,0.1831727253483914,-0.049214884523028135,0.0866875323183589,0.15114356291419845,-0.18826967249311938,-0.17032679661706931,0.046789859358440065,0.032991736851072484,-0.0020048644871125394,-0.008945771709712707,0.005617600874980743,-0.00891603597860568,0.002132390814743987,-0.0077342788644116445,0.016025670481677537,0.018453059531424846,0.021150605658610586,-0.09586739405957621,-0.1089368302015549,0.02902912970967096,0.05801398524219802,0.03746955167570208,0.05643180759248689,0.0014505978992343654,0.0782191031051979,0.02148657057220685,-0.008023097898279085,0.09141427103522724,-0.0929041525588388,-0.05065974758631877,0.028005489665885234,0.19030584212355003,0.16494688574039634,-0.058477323091657735,-0.05802365700991881,-0.10965037702924801,-0.0015742410068419763,0.003198304811727571,0.2190047820772753,0.22730379164737297,0.2531451315540971,0.13639036141946184,0.1403197496048265,-0.19030594879206367,-0.15504647406414335,-0.1672993404441613,-0.10882702236698623,-0.08780560019722107,0.09272545386228619,0.11059735859944352,0.11085271242143092,0.08865508488755224,0.08591783466666927,-0.14065691690744306,-0.1338477024999057,-0.03545974488678479,0.06846954857618961,0.07506417212763396
0.015456726457967552,-0.05956772861829153,-0.0632025156913607,-0.05575717894314088,-0.07701430822960978,-0.09479568865748095,-0.09623035872136906,0.06914471983300792,0.17864025025523175,0.05923524216350034,-0.20513067247945835,0.18359096682545295,0.048350537448810973,-0.10508658288130036,0.06617874989589731,0.040814585451978844,-0.07792967057659284,0.3280715476518834,0.07669695406322358,0.03676159434202395,-0.0595925766015107,0.3262862379394636,0.04926783001207902,0.07035151679347411,-0.04856666084928489,-0.07204150433583484,-0.13341378385762967,-0.14098877892897546,-0.15810949771244293,-0.1621359464180452,-0.17028892030834758,-0.1210757127166399,0.039328253751256745,0.12379511022205048,-0.07160496711458322,-0.15457212665299785,-0.03454318804568112,0.005889074221716363,0.015124540334666528,-0.07727852967502132,-0.02729937383827602,0.028913351757244375,-0.01711693335869539,-0.07727739004462532,0.1217608742201095,-0.10322761851522455,0.07776598826535756,0.22045829619272972,-0.0025185784778539583,0.026140637898482453,-0.1320178412079471,-0.03819940404704653,0.02021624520385173,-0.034952814357964636,-0.023733490724273238,0.25042305626736555,0.1928445132534873,0.058065655274135736,0.05288230761434425,0.21470087195849494,0.1252501787102205,0.17162963736232664,0.20106474212018569,-0.08407420620452967,0.006039280568609208,0.02817693297411864,-0.0557409334638475,-0.06184080333762261,0.020027365907715308,0.033328430878788444,-0.1726820446311764,-0.06336530145220509,0.006205681674121555
0.11753406145361779,-0.10075714881730925,0.04730967121706175,-0.03295531171202198,0.027467285827870093,-0.09109974926241392,-0.07129859683195881,-0.09661299565575408,-0.05140759403476088,-0.09228911686980468,-0.08264734106517932,0.0754354521976912,-0.11438040724900354,0.1871428806162501,-0.0795364687007776,-0.013439203147078011,0.18952736537136322,0.021513311641997303,-0.02790370788080463,-0.1255941584291876,0.05935549024701492,0.12197423899795823,0.019247086351950424,0.06561872670731249,-4.698620991617341e-05,0.0070325879672364965,-0.03210333895792348,-0.0032481107250804074,-0.03964467195531634,-0.028598964985426484,-0.04540665535046182,-0.021899077428985055,0.05212334249061919,0.10408712640092292,0.1575335376809121,0.08976167644762952,0.02771818146527962,0.07967097528083203,0.01120381221952792,0.0314208989191637,-0.010907760119157452,-0.07101469864570358,-0.026713300876857027,0.04960858366993103,0.09123410287781762,-0.09793128239784964,-0.07565789719033127,-0.04327415575241465,0.010773120215392947,0.09130390941188737,0.19265319111838433,0.16624971394609842,0.18062707189289248,0.03643614124295082,0.04348709580664736,0.0321572779757998,0.12355823039033431,0.2985373159129722,0.06744476399063315,-0.0012113825845697676,-0.05219603439290493,-0.05168710971467635,-0.02755918561905237,-0.057123803944772594,-0.03414993981114389,0.1571576783309394,0.1707595428559037,0.1520393814501242,0.28441907922706366,0.4181178218727629,0.23906364156632007,0.19450371757131138,0.20766411689753603
0.042144107164787434,-0.10149042520872761,0.021164609555216728,0.019361967303977247,0.01340643818101917,-0.0005433538229212387,0.008783407618962534,0.01792853946676253,0.03244360791671382,0.014229487021085622,0.08217597771708013,-0.06140750261453107,-0.10390169685706523,0.19502469123872626,0.02591036256454638,0.005010299940108239,0.16885791776940687,-0.10757699171777067,-0.036830890361201775,-0.07192057277735275,0.07604072301535175,-0.033859127718315916,-0.053804751278771656,-0.024006642949756424,0.0007036294106805018,0.044387295477683435,0.07139016129380102,0.11313928330070222,0.13156546334400857,0.1583978482827153,0.15810051673538134,0.14425279029790503,0.2688429674843631,-0.058643334197217525,-0.036080361580219406,-0.04251552891722739,-0.010327339226875301,-0.09728568481262176,-0.0037977535423198506,0.01100022968528315,-0.00514618631230162,0.004555914972708517,0.17379489931471573,-0.18121768147144954,0.006766645240256424,0.15756617530782308,0.16710843398855219,0.17843234540111513,-0.03143189638149674,-0.03662892457296384,0.012670415844434933,-0.018744749744712266,-0.02099331676411143,0.07575116435277836,0.08635927354779799,-0.02705689596579155,0.03040957039717017,0.014861896721908472,0.15955474241635625,0.262265128222702,0.32623593876485985,0.31210874075010936,0.30051986888603605,0.1117572279461108,0.045598082764831564,0.13344842941807117,0.18028110578901152,0.19019760280393214,-0.06840266064469146,-0.10128570176712498,0.02611434199618094,0.015410410590956186,0.014453244709960192
-0.06659467594784849,0.20691306312727079,0.10916213104628034,0.005287348646926906,0.13194413226879712,0.04692861931470676,-0.007134212129801304,-0.13607060907975682,-0.15121941211138085,-0.11186103725301191,-0.05458992945079568,-0.09804601434295188,0.01749036989724531,-0.024714853620625737,-0.1427346132102096,-0.03505746122398855,-0.09527369026360252,-0.17400621549171277,-0.03296831056555092,-0.06887793874013026,-0.026803575320435123,-0.14280124681786263,0.24249969269275587,0.11986998952116498,0.14156630406968618,0.03990217012910412,0.027016367840057134,-0.07115576926483559,-0.11335400885036198,-0.18189587102231905,-0.2035910655290633,-0.23314724972506842,0.26591452875325494,0.0068874126691748135,0.23599133094120806,0.17275799647476917,-0.01571146606310284,0.2904755414593899,0.0708079787923537,-0.05060459075834553,0.020341879420115852,-0.12557416290911727,0.013040392033679371,0.0457880251823029,0.10569054239811755,-0.07072052186276341,-0.01839600794501084,-0.11902908564207486,0.016567659428923496,-0.030781012570203374,-0.09380020115806213,-0.07572035933291762,-0.12199958302314033,0.13095033905105036,0.12353305824507402,0.011122001229649792,-0.07114991930601569,-0.1310418177294291,0.1921283530387097,0.14707606239681068,0.11793737453777241,0.11948490950583758,0.07258883277830484,-0.08889655612756624,0.07829693236178896,-0.004096006059786726,0.004679048304073874,0.001490715699953861,0.04266592440996142,0.013935305928960319,-0.07963939780100071,-0.08510875901408667,-0.13710981943341405
-0.006714186725956884,0.018272502550071585,0.05588170649874331,-0.06575921154478634,0.14018117009698106,-0.061437526770121834,0.08501905922136654,0.03995931252656263,-0.0722832479341216,0.028391535071897244,0.11019126113288653,0.07697231993210764,0.09790062884944528,-0.08254143760802252,0.03431343711623849,-0.06515470459047325,0.009643104891714773,0.06446414625524016,-0.013080180312376292,0.10444295682190624,0.0365893008770984,-0.07622966432156358,-0.25740327570287075,-0.10143426598481645,-0.12635133925178815,-0.03258914442053182,-0.033093202694976835,0.0428726475190156,0.04565830521617275,0.08109118116551105,0.0719005617798362,0.07026884736463243,0.15455392906999008,0.08340456196035441,-0.01230317047563544,0.029242187172762443,-0.04339787852338823,-0.06892830403394296,-0.033373086999456826,-0.01611182960010391,0.00016909343729383275,0.009296933817792967,-0.03407189676351118,0.11390834653928986,-0.05835666970189901,0.018806831020519867,-0.2294998927856345,-0.14940156209138378,-0.008059056214570126,0.02667083048866895,0.05904577929964853,-0.026961386173625874,0.001987614957715908,0.41038806663844224,0.4152074150076945,0.193600383218467,0.2545569490436143,0.20752583062580973,0.12100586581846128,0.021903103699267363,0.05045886289816439,0.016604972427852818,0.010764799031667072,-0.07083588580662974,-0.14838026599613732,-0.1586040732427647,-0.17598126685531834,-0.1977361503930795,-0.00028163427139672287,-0.019491727437952893,0.0005189494803763377,-0.0920334204276152,-0.05566986473993435
-0.09492909798222722,0.06794967563314687,-0.23008508296195482,0.006539546452941056,-0.10774829835926261,0.0036676674735708417,0.2296485892558812,0.3009937534017997,0.1572197704426818,0.2644619366512417,0.1988758092927558,0.12977253720753754,0.0016037029959652198,0.1604227369213057,0.2898696209399179,0.03204323837827602,0.10017284341644431,-0.03219267415991948,0.035261053624954006,0.15767621814328459,0.020976998616035768,-0.04653126077632113,-0.03235207151956159,0.026570379022187188,0.009481739034633261,0.002182269300645058,-0.047419502224811935,-0.07303998243784779,-0.10195545104535242,-0.12003402231100735,-0.146567570555844,-0.09935883886979718,-0.09952644706467605,-0.1389975141373446,0.18336773963103445,0.20641886184233102,-0.042449970226923345,0.14820668660630382,0.053607461827876894,-0.03048444796888414,0.07162438917935962,-0.04588459578369721,-0.12252679098146614,-0.07665785763383594,0.03544896833941418,0.08332668818878515,0.00013859643465491395,0.04619438297882503,0.048640032684208655,0.05740959075376047,0.03214374349664225,0.014273806291899388,0.021800267582753476,0.1875005653095046,0.17955049771915849,0.04874945419140801,0.0011483068724132078,-0.046089270705711415,-0.134415169061658,0.005345180137970349,-0.055821298033021834,-0.051927357756697566,-0.06694537241962017,-0.033016344958793443,0.04714329448107613,0.12981053104371498,0.23433083973815813,0.22148894836833163,-0.014673433942885929,-0.08331928397341695,-0.01567733654963239,-0.022545015718227306,-0.005481489017583652
0.12029213156374159,-0.03065448711454157,-0.07046470596565917,0.1521648414378543,-0.08787641780163837,0.09090439594686114,0.04554753798091444,-0.10937625554328341,0.09108872641455007,-0.10589298557591736,0.06242168212964466,-0.061550102240615,-0.0423812230033685,0.16134370606544227,-0.10363784629814174,0.15539099731735848,0.0820151605796501,-0.02597639742407725,0.14472961172015306,-0.0010590971739116207,-0.02361258290065162,0.0013616783938897891,0.05604244750963949,0.08562155457598145,0.0865283678152126,0.08608524295976286,0.07690546007619936,0.03692912915413615,0.003925336311304234,-0.049985520498140305,-0.08464926047011524,-0.1145817590430028,0.04304744478645006,0.14184827854297896,-0.2913845553657301,-0.3254784517011475,-0.10730345916605213,-0.06346871147807753,-0.07861472643920815,-0.21981946375415817,-0.1387276704833964,0.14336457385606205,-0.20178658445019246,0.220885581875954,-0.24064154243873834,-0.15399621331829388,-0.05828401582757652,-0.05101261861692129,0.04774664224652485,0.07377884615468616,0.007959589583455186,0.04722260039331501,0.044830525990928405,0.11712150842181264,0.14732872182495496,0.06650160344245146,-0.02756015744686721,-0.1785305885366595,0.18343965367308257,-0.08626973841823002,-0.017813756065033545,-0.04074922629226242,-0.06217509647632554,-0.1406513348569765,-0.06293190831543768,0.050011926113295316,0.19840295997148874,0.19035261295523984,-0.04433566378747263,-0.12148285107120589,-0.048422294287586834,-0.004259095100687905,-0.0037913779248707584
