Row,Column,Value
0,6,14.0666922567941
1,6,17.330630997079957
1,18,11.611994965097324
1,51,10.56998351252968
1,70,10.410075480310237
1,71,13.626996822864909
2,6,44.135484494979124
2,14,11.584217556744056
2,18,15.080457520840705
3,8,75.03356758209313
3,9,9.579267668228717
3,10,13.07797105124137
3,11,13.89676570913752
3,52,20.440342086950558
3,69,13.259758409938472
