loudness,dissonance_mean,dynamic_complexity,pitch_salience_mean,spectral_centroid_mean,spectral_complexity_mean,spectral_decrease_mean,spectral_energy_mean,spectral_energyband_high_mean,spectral_energyband_low_mean,spectral_energyband_middle_mean,spectral_entropy_mean,spectral_kurtosis_mean,spectral_rms_mean,spectral_rolloff_mean,spectral_skewness_mean,spectral_spread_mean,zerocr_mean,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,chroma1_mean,chroma2_mean,chroma3_mean,chroma4_mean,chroma5_mean,chroma6_mean,chroma7_mean,chroma8_mean,chroma9_mean,chroma10_mean,chroma11_mean,chroma12_mean,bpm,danceability,onset_rate,chords_changes_rate,chords_number_rate,chord,chord_strength,chord_scale,key,key_scale,key_strength,meter,pulse_clarity_mean,pulse_clarity_low_mean,pulse_clarity_middle_mean,pulse_clarity_high_mean,attack_slope_mean,attack_slope_low_mean,attack_slope_middle_mean,attack_slope_high_mean,spectral_flatness_mean,spectral_flatness_low_mean,spectral_flatness_middle_mean,spectral_flatness_high_mean,entropia_clarity,entropia_clarity_low,entropia_clarity_middle,entropia_clarity_high,attack_time,attack_time_low_mean,attack_time_middle_mean,attack_time_high_mean,spectral_flux_mean,spectral_flux_low_mean,spectral_flux_middle_mean,spectral_flux_high_mean
-0.054447789880420566,0.07292151246615071,-0.04400797898424002,0.2108740824316917,0.0031421269400972083,0.14246214793062392,0.15675051035057017,0.1936758826352347,-0.1901960987051638,0.08495653795465427,-0.19972002299080524,0.12558588310269705,-0.06502817550456891,-0.19335708493786682,0.19836405323164516,-0.07865037454148283,-0.012977841647992455,0.20579999413872097,0.13816192587648007,-0.1079121687092873,-0.13447127764069475,-0.11625058008235979,-0.12302915461825567,-0.12572766006267874,-0.1112376472514496,-0.11449029896413287,-0.10849763662728686,-0.11071247153068388,-0.10646382658480576,-0.09756588823336627,-0.09147640438998077,0.05801579408404891,0.07588972090016899,0.10468179847768029,0.10313930802796425,0.11021235052703135,0.1224609845780406,0.1089987919529195,0.10809870424618036,0.11174730809338627,0.09782019243238725,0.10013073328983976,0.11785729181733427,0.022795222063646245,-0.05666125253614745,-0.0384267174444544,-0.005907659921052683,0.03712439810065707,0.006212261122116954,0.0014419045082441641,-0.004458542601139182,-0.024459162594567645,0.010179239172165608,0.05515961004970681,0.020156707781173667,0.048492565081232106,-0.17636977660400502,0.09061464389158455,0.1637229975406757,0.006146221684151583,-0.0715476460492075,0.1471027038921975,0.15838859822750853,0.1373603319455534,0.005524365440937125,0.0009867367520624668,-0.0808233910496748,0.06550373044535165,-0.08010381456661601,0.046664199988789214,0.10270979162908857,-0.21190074404563394,-0.17476178382874863,-0.16605835933257007,-0.08369002362918639,0.012936671776944176,-0.05985797280061264,0.13662378610649417,0.14933024372085554
-0.11309649846661099,-0.2214581531872176,0.14041257180458303,-0.06562679829606712,0.10699154253267112,-0.18648934136318704,-0.14426951592353676,0.06691371553556405,-0.07316662398591899,-0.1856312793921476,-0.07196833667794013,-0.22854620585711174,0.16367700249813105,-0.10321760101516635,-0.06728640964320141,0.20697952216711407,-0.14231539547004826,-0.0896713464034805,-0.17359866372774974,0.20380533221634015,-0.011245431967274273,-0.06760445959906869,-0.1356237710031639,-0.15324190798716705,-0.16739094699095072,-0.16508305635273327,-0.1579921093993155,-0.14630646347776374,-0.12772170569129387,-0.10927941633742665,-0.08899914462921539,0.021302908121083798,0.0265162059502112,0.02030113054640484,0.04312348776576035,0.04659060612565051,0.027183988801015378,0.03265965270830223,0.035036657635235766,0.038861885589176665,0.06002229207266552,0.061589056888580934,0.03895055622354832,-0.07137072636176724,-0.057769680817531206,-4.926074337897564e-06,-0.09278765133367858,-0.03206005259180885,-0.013104427016947735,-0.16204182643521647,-0.033327795570292355,-0.021843783897211158,-8.09550847331589e-05,0.09199112412030022,0.04241423492921355,0.02685670037941732,-0.07299554644891791,0.08510937112600993,0.09838015079364666,-0.20171300490965005,-0.1710971749806373,-0.0709802242960393,-0.19488607287250767,-0.09522904716993746,0.033881980721782924,-0.05008837376056563,0.03492640218919026,-0.03613638135593258,-0.12264102973326649,-0.01153580926331832,-0.05194849595696056,0.009329847372551195,-0.08752730972422094,0.012017585785059515,0.11052979920101706,-0.19395618758263025,-0.17119876312964458,-0.08940323779262337,-0.1916323155477567
-0.11385201728593136,0.05437362440712455,0.2848538462381526,0.14967882912259486,0.2512261679731763,0.18310797676274046,-0.10590939350306358,0.03345353620280592,-0.031330915653732715,0.12571991640576052,-0.010268579688852931,0.05993616396150828,-0.025049453536351168,-0.0788966262816794,0.18085062772558527,-0.10032361656120685,0.0880327363453927,0.15417001931068877,-0.1589689009675042,-0.20663947855450668,0.021224137055835306,0.05792281609654756,0.028517017562635232,0.03279952612574482,0.04657414303369826,0.03988584024115476,0.04277024814194083,0.03420394376162446,0.05584498486043004,0.05713992933105357,0.04808321842541027,-0.0450613367132751,-0.0317810991757128,-0.0060164306566327696,0.006282876885943368,0.020243960776722806,0.007270085371277976,-0.01880581151393281,-0.016036271812197744,-0.033324349171443494,-0.044476123906962386,-0.023720087994869198,0.0094246965719375,-0.08184553993067192,-0.12126056957947083,-0.1429461684017786,0.03628896321461925,0.07304908759027945,0.04668020120816633,0.08004431588429113,0.006216560394103716,0.09704075426294019,0.033220374926319324,-0.02654941907614419,0.08367644273588394,-0.10778766707410446,-0.04586016889135372,-0.0979249837946714,0.0049224779261438974,-0.12994107502920998,-0.15590217894988084,-0.22749324976063376,-0.01279795977616019,0.16669816292619044,0.21293225974303903,0.2791244492382209,0.10483404826098881,-0.05025049433229059,-0.15718798550551244,-0.1830250970489668,-0.178002612040684,0.1065051635948116,0.13998771971787774,0.13044834012228054,0.06208108683050249,-0.13834561115974645,-0.1743673164079909,-0.14841441545202297,0.05718115118171713
0.02627047163634943,-0.1037493136596046,0.12375349278040185,0.011555847715365096,0.11666766156065576,-0.002949536489001934,-0.011730445376942171,0.11630140439609077,-0.12041838572057709,-0.1386540622073551,-0.11484789734334186,-0.11884617620977805,0.1947271783925011,-0.10338127996831444,-0.03254981122610369,0.19605142879481058,-0.19728765734309808,-0.07500857197209153,-0.126520202929802,0.09268546938514244,-0.14397259943504284,-0.11742228376102863,-0.1038864592282767,-0.05621508308592646,0.004651106219582501,0.04025869183552311,0.10093795989250587,0.11363481717160012,0.15199889435078878,0.15980151908805942,0.14123489602408587,-0.06904749957402447,-0.0647593075601441,-0.08440457881144467,-0.07740463780747761,-0.06051808279997956,-0.048675658443834494,-0.03791538330717948,-0.0385649799947863,-0.08330558194443102,-0.0919435308825132,-0.07369163434340036,-0.045731601033617224,-0.017146802638074287,-0.11498560296333478,-0.0875748824073734,0.07498200559115877,0.13100669582580007,0.041300690532352684,-0.07420871296372189,-0.01919507348416623,0.11926090592989781,0.022605134066349716,-0.044273233888160624,0.06953678095331367,-0.026463502944231873,-0.032622044707946336,-0.019044114110505852,0.119107237486971,0.2524725885802572,0.12275900722535162,0.24432728538842835,0.10667631741651365,0.16882822535922604,0.07106903227285583,-0.037805955916409596,0.042593487826345346,-0.04230337013411838,-0.07830839112843306,-0.14020252336135658,-0.08444543916703022,0.05085842539403059,0.08159931946007451,-0.04359392545263473,0.11343680292415538,0.22600428733968433,0.10270042558419155,0.330788931973323,0.16101926536209504
0.01713597949170633,0.08046128006561196,0.06581728812265603,-0.015617439145046699,0.07683247737581675,-0.040724864465321475,-0.04198539480915349,0.011277881297732514,-0.015158254139665523,-0.10881412233919524,0.0013298507333570232,-0.07096733701123205,0.09156916723307862,-0.028772684944841722,-0.028006711800491666,0.0646061216946079,-0.09826435095512694,-0.04185767102101436,-0.10898045617035496,0.038948041653954595,-0.034911261195865136,0.11406423391413754,0.1036425280939304,0.1275587248542963,0.09283063038217036,0.07127596806676556,0.041665654346938946,0.009976138940408698,-0.041436556844285426,-0.07594107034816473,-0.0729010656745682,0.05732441217742989,0.098312609149749,0.23335753959650007,0.20749391224281769,0.23439226769561536,0.3428002135141668,0.2905384447875275,0.26914397881282137,0.21160247229256512,0.07796427102501814,0.05525132559769776,0.10271808573441009,0.0604771703149773,0.07341650874673657,0.07345388050789663,0.22855536127566406,0.17632650767692243,0.09235546862841904,0.2293172499187534,0.03163684907141662,-0.005238685304479551,0.012406896363908543,-0.10347290627845,-0.062234784191346426,0.022266334480146973,0.13252897861918608,-0.041508022733507455,-0.1187480273599109,0.0037902335851942616,0.0590833821749057,-0.025950661767017654,-0.03737873324707019,-0.020775001537572294,0.07177380460716395,0.03713526888139168,0.03458954606022016,-0.13506152366811175,0.08406473053886854,-0.07032446608173672,-0.09546326402649964,0.01858953046105484,-0.0712004877289254,0.09696657557919677,0.09285614800778716,0.14634141691622363,0.2010556933252198,0.03059765400012595,-0.0384399181419842
0.037545952056201336,-0.11448894637591969,0.08091456711044835,-0.04268551146866645,0.056825076494438916,-0.1059132121029023,-0.18406725000774235,0.030180123300740443,-0.02862617074953442,0.0984294009320236,-0.025262318088129242,-0.04516606982770867,0.03177507677252849,-0.03438000605907551,0.05157703937297473,0.03655499319385847,0.2793561769748625,0.06165229244238178,-0.12327511666604944,-0.05378081953695584,0.3353553593741724,0.07633970089084476,0.10366349646846426,-0.03095280297836084,-0.056125881149089854,-0.14095308198495354,-0.1459394049435204,-0.19361719105023262,-0.18435757415109583,-0.1889640536749155,-0.13531636557259022,-0.07771357077535117,-0.09645558504727801,-0.09932502558609571,-0.08844458367362083,-0.08179717663730002,-0.07899866246020705,-0.07998032163469497,-0.06277311457497096,0.018599387548082952,0.06182784862772442,0.06699088638336867,0.0468606364683313,-0.003974780350638848,0.06112491421570502,0.12784826012683642,0.03562217366075315,-0.0687818488265688,-0.05913329138545112,0.051246796090659144,0.016274932913155137,-0.04241892363060101,-0.0456256740544123,0.005220749767998056,-0.007809816734342,0.15251329389731522,-0.0493740941113711,0.19550821451492217,-0.13425800717330733,0.13426323349363264,0.11655279363854566,0.06455411061263087,0.11794057123234697,0.16790867546991434,0.0744805109526122,0.1493023580785676,0.2533263740223759,0.02267896722942522,-0.012319509281358304,0.10814336382798072,-0.023716280468720857,0.008307004935523957,-0.07248764094537614,0.16360298895068645,0.07538360517104382,0.196896277358553,0.17601403913051128,0.11046816819802181,0.14377302822871196
0.022103001565003725,0.03380212880558033,0.010025402363016927,0.030488071333348698,0.004855235183821303,0.0373939795559808,0.01137829892406677,0.015459860473998631,-0.01640920078803966,-0.02845112574223028,-0.008854925059732193,-0.0027094710190235924,0.0003737183679874268,-0.021129293247331524,0.010936924415953873,-0.008760343921881972,-0.0723274586766979,0.0010946000024283234,-0.010743947742370951,0.0027431822935051115,-0.07702728272022372,0.013386353438642204,-0.006382308674236643,0.04071646192258223,0.048229199599859385,0.07265572053105614,0.06336041675821061,0.06007857881639895,0.07478074948468698,0.09537169441497177,0.050982686805414824,-0.20662029604966947,-0.23348421515342496,-0.26702295548066796,-0.23608814674402093,-0.1957601399537124,-0.08741248276143333,0.009280267628505558,0.10790244074279966,0.34772776166349867,0.42724514993074614,0.4197026112602451,0.2910935971168123,0.003312760801592516,0.003467304094226735,0.02425515488144748,0.023504026360589163,0.02505275428693076,-0.19566787712226258,-0.01795192927125663,-0.0351081677743911,-0.11783151971589444,-0.08118346952239465,0.08651088583544762,-0.022929883680490048,-0.027857294716999555,0.0694672542401312,-0.07749492187892201,-0.027092325316876918,-0.0404794822356513,-0.02601243372448471,-0.024875249630195627,-0.017187385701274895,-0.029687617878759655,0.004245083808446452,-0.012448396213068398,-0.054686955670974105,-0.035691891920697674,0.026021002350681003,-0.08190708160172108,-0.04069487946575818,-0.014051640398034691,0.000607998211442151,-0.02403181941519778,0.000500147035113043,-0.0067028028820604576,0.008729118074855761,-0.017593730615345714,-0.022963400676224956
-0.03545733710623059,-0.13069952411734656,-0.09749025203407435,-0.010312693444973603,-0.057582484177633154,-0.07357166781254432,0.005619477694166647,-0.23655181220561833,0.24203752449646124,0.13513198423954578,0.21722212808602046,-0.011466897890557196,-0.010020558770118938,0.21253234360010384,0.0430246983300772,0.05065563572589924,0.17772374103458788,0.04968886507756054,0.06596993861943891,0.006464530007108199,0.136213250444514,-0.19002050940315857,-0.10144012223100941,-0.11541288640058187,-0.0522610857475914,-0.06727179298606364,-0.015342022461603913,0.01030450741011909,0.038404362697381206,0.04951289608595697,0.10909498176013781,0.05267789736113355,0.08802873869225812,0.13729094006845677,0.1510133602472348,0.1440250791397532,0.10086487602380179,0.06838483832416366,0.07132339623140958,0.10298448938593725,0.1266514241865151,0.12359449787008604,0.05736141861486301,-0.26336619233115943,-0.05878908005749796,0.001195110041128793,-0.14656038340439803,-0.09959424251702158,0.03784726657080969,-0.1541445203507335,-0.06303429959983763,0.008518154175070928,-0.025271010092678813,0.15288695694624183,-0.07728648755152076,-0.2447824023495085,-0.00837328810465776,-0.16400674421400732,0.04591993565838252,0.11885568407600422,0.06599314576396824,0.10187884232102136,0.07372152516111992,0.08587499352279625,-0.014533100067317818,-0.04046411391859781,0.06556812425378944,-0.12018167752866374,-0.23141612064058328,-0.18948562020859835,-0.1928541971784519,0.017693964176759693,-0.008918852187091375,0.01862517795397953,-0.014776524694765028,0.0662869197547279,0.023401223899740028,0.05837870173435929,0.06788846216196191
0.12822917467946598,-0.07886268809327394,0.06420686535196053,0.05743388824279394,0.0352838752060584,0.0026869216644369574,-0.03958898153522025,0.08646628378164235,-0.0855351773579533,0.02679383536690895,-0.07718236904597423,-0.04741325473949417,0.11264084420646907,-0.08511624095133354,0.06469473367153543,0.11699415390559244,0.018352538468081676,0.05273244063486437,-0.06968948824961725,0.02539410966488818,0.037280394110644655,-0.06414544543515004,0.02818917280533223,0.02656817921436319,0.07859764757929547,0.07758086868735306,0.12398721081756431,0.11995583151532666,0.14407899232723806,0.12067793378772641,0.09642146338752378,0.35588648025113023,0.3708400772597921,0.23467498190530608,0.060372741785649865,-0.024795127255584866,-0.14129347506524415,-0.1907292046715448,-0.1629351449485368,-0.0016084424327526218,0.10705331017555669,0.12374515056337415,0.06692330578564913,0.163594168028156,0.17441505892177597,0.14491229003377737,-0.10059124642200609,-0.15597811864297284,-0.08187921830500997,-0.07741335395120774,-0.055548038764902885,-0.14441706410129715,-0.12052201455021974,0.12912586641826784,0.036175076626591834,-0.08808718187432638,0.07449924067979895,-0.14979723626649824,-0.05464787926562844,-0.08211110341693961,-0.07885251865472138,-0.004263323870528698,0.02429776449303981,0.07474155022599388,0.1171389271084094,0.1475297981959046,0.11451924454828454,0.0073337148381405004,0.19838115305907306,0.06328651125002116,0.12736260307071623,-0.07016834333986591,-0.04476471177960005,-0.04547070224935735,0.0810468675198835,0.015799218393863137,0.03917323373806959,-0.010926860674444741,0.018695194160245288
0.13514137704084736,-0.15058518676715552,0.00904631287698507,0.03505847524945452,-0.055113753023946464,-0.037399116488394814,-0.05492032905274655,0.06580173328425135,-0.06281978453406625,0.09113760841260639,-0.0659355940678867,-0.014470960766718567,0.038529674862868554,-0.056946134246487194,0.0717651580663724,0.0853715674889936,0.15409619257132354,0.07267858331264145,-0.013606171669752566,0.025024644091101417,0.1499414056072047,-0.146717222650021,-0.042604421230999036,-0.08751467992521128,-0.029801248141064666,-0.010049571977800995,0.07010383020480154,0.09750994714434809,0.11718168459183495,0.1095210452513927,0.11770650449131478,-0.22760655492070422,-0.24502094741589733,-0.17099792826148916,-0.03961078083996734,0.046044268321850455,0.2141739951242003,0.29980569407386853,0.27087590902286696,0.06455006035842095,-0.10198576669038284,-0.16009340117934776,-0.1425569515454449,0.14119676071482226,0.18381205038039541,0.13748215783552176,-0.12789274857065003,-0.13154702470416815,0.13329298055985547,-0.15698394115287082,-0.012379572218813095,0.08026940818670819,0.057094529667350825,-0.10822461844491313,0.02652500894457732,-0.11912889538654796,0.0591402992957827,-0.1391068110314816,-0.05836088087015363,-0.12027292059111201,-0.14655906005325323,-0.015600554652803734,0.023031804792197488,0.05399574055221908,-0.030591621720387496,0.04299168573270558,0.1392814358572975,0.05285479953071335,0.18579542770437116,0.09028723332504199,0.14964910493316305,-0.08007841374563553,-0.021127060375719993,-0.08267978534552987,0.004215733570201653,-0.043059802195344284,-0.03414791449681309,-0.032603523720329194,0.019269461225029448
